"location"	"img"	"similarity"
"angel_of_the_north"	"318613804"	1
"angel_of_the_north"	"318614474"	1
"angel_of_the_north"	"318615210"	1
"angel_of_the_north"	"318616047"	1
"angel_of_the_north"	"318616691"	1
"angel_of_the_north"	"318617097"	1
"angel_of_the_north"	"318615817"	1
"angel_of_the_north"	"318615485"	1
"angel_of_the_north"	"223803205"	1
"angel_of_the_north"	"223803380"	1
"angel_of_the_north"	"223803340"	1
"angel_of_the_north"	"223803687"	1
"angel_of_the_north"	"223803726"	1
"angel_of_the_north"	"223803831"	1
"angel_of_the_north"	"223803556"	1
"angel_of_the_north"	"223803444"	1
"angel_of_the_north"	"223803883"	1
"angel_of_the_north"	"223803241"	1
"angel_of_the_north"	"223803289"	1
"angel_of_the_north"	"223803781"	1
"angel_of_the_north"	"223803485"	1
"angel_of_the_north"	"318614132"	1
"angel_of_the_north"	"318613478"	1
"angel_of_the_north"	"318612843"	1
"angel_of_the_north"	"318616209"	1
"angel_of_the_north"	"318612671"	1
"angel_of_the_north"	"2059701494"	1
"angel_of_the_north"	"3717669919"	1
"angel_of_the_north"	"2873164682"	1
"angel_of_the_north"	"2872339127"	1
"angel_of_the_north"	"2872334059"	1
"angel_of_the_north"	"2873162268"	1
"angel_of_the_north"	"282328625"	1
"angel_of_the_north"	"513594929"	1
"angel_of_the_north"	"282304862"	1
"angel_of_the_north"	"282306405"	1
"angel_of_the_north"	"282314017"	1
"angel_of_the_north"	"282317537"	1
"angel_of_the_north"	"282279870"	1
"angel_of_the_north"	"282297251"	1
"angel_of_the_north"	"282288074"	1
"angel_of_the_north"	"282324684"	1
"angel_of_the_north"	"282276797"	1
"angel_of_the_north"	"3839702658"	0.5
"angel_of_the_north"	"1288780397"	0.5
"angel_of_the_north"	"2682134074"	0.5
"angel_of_the_north"	"5872537752"	0.5
"angel_of_the_north"	"5871984511"	0.5
"angel_of_the_north"	"5872539894"	0.5
"angel_of_the_north"	"5871980827"	0.5
"angel_of_the_north"	"5872576110"	0.5
"angel_of_the_north"	"5872570838"	0.5
"angel_of_the_north"	"5871990869"	0.5
"angel_of_the_north"	"5872558094"	0.5
"angel_of_the_north"	"5872554998"	0.5
"angel_of_the_north"	"5872020703"	0.5
"angel_of_the_north"	"5872572524"	0.5
"angel_of_the_north"	"5872537194"	0.5
"angel_of_the_north"	"1831692999"	0.5
"angel_of_the_north"	"1832536520"	0.5
"angel_of_the_north"	"1832529568"	0.5
"angel_of_the_north"	"1832533352"	0.5
"angel_of_the_north"	"1832539790"	0.5
"angel_of_the_north"	"2892908876"	0.5
"angel_of_the_north"	"96837831"	0.5
"angel_of_the_north"	"3296559575"	0.5
"angel_of_the_north"	"2517318209"	0.5
"angel_of_the_north"	"2518138434"	0.5
"angel_of_the_north"	"2517353423"	0.5
"angel_of_the_north"	"2517322077"	0.5
"angel_of_the_north"	"2518094240"	0.5
"angel_of_the_north"	"1831925575"	0.5
"angel_of_the_north"	"1832755256"	0.5
"angel_of_the_north"	"1832538318"	0.5
"angel_of_the_north"	"1831927179"	0.5
"angel_of_the_north"	"1832534872"	0.5
"angel_of_the_north"	"40221670"	0.5
"angel_of_the_north"	"40221751"	0.5
"angel_of_the_north"	"40221721"	0.5
"angel_of_the_north"	"40221707"	0.5
"angel_of_the_north"	"40221783"	0.5
"angel_of_the_north"	"40221687"	0.5
"angel_of_the_north"	"40221740"	0.5
"angel_of_the_north"	"40221657"	0.5
"angel_of_the_north"	"40221775"	0.5
"angel_of_the_north"	"1832545692"	0.5
"angel_of_the_north"	"1832544374"	0.5
"angel_of_the_north"	"1832542742"	0.5
"angel_of_the_north"	"1831719961"	0.5
"angel_of_the_north"	"99211987"	0.5
"angel_of_the_north"	"99211924"	0.5
"angel_of_the_north"	"99211370"	0.5
"angel_of_the_north"	"99211827"	0.5
"angel_of_the_north"	"99211785"	0.5
"angel_of_the_north"	"99211619"	0.5
"angel_of_the_north"	"99211505"	0.5
"angel_of_the_north"	"99211416"	0.5
"angel_of_the_north"	"99211296"	0.5
"angel_of_the_north"	"99211656"	0.5
"angel_of_the_north"	"99211516"	0.5
"angel_of_the_north"	"99211868"	0.5
"angel_of_the_north"	"99211695"	0.5
"angel_of_the_north"	"99211319"	0.5
"angel_of_the_north"	"99211351"	0.5
"angel_of_the_north"	"2681345865"	0.5
"angel_of_the_north"	"2681345861"	0.5
"angel_of_the_north"	"5872007993"	0.5
"angel_of_the_north"	"5872016747"	0.5
"angel_of_the_north"	"5872538040"	0.5
"angel_of_the_north"	"2681337007"	0.5
"angel_of_the_north"	"3883509580"	0.5
"angel_of_the_north"	"4252617618"	0.5
"angel_of_the_north"	"2516163434"	0.5
"angel_of_the_north"	"2681337017"	0.5
"angel_of_the_north"	"2681337025"	0.5
"angel_of_the_north"	"2682134060"	0.5
"angel_of_the_north"	"3379491345"	0.5
"angel_of_the_north"	"5250705062"	0.5
"angel_of_the_north"	"5250102031"	0.5
"angel_of_the_north"	"5677129582"	0.5
"angel_of_the_north"	"424211156"	0.5
"angel_of_the_north"	"3892794411"	0.5
"angel_of_the_north"	"3893583794"	0.5
"angel_of_the_north"	"2682134054"	0.5
"angel_of_the_north"	"408681016"	0.5
"angel_of_the_north"	"4039454813"	0.5
"angel_of_the_north"	"2198569082"	0.5
"angel_of_the_north"	"4040194518"	0.5
"angel_of_the_north"	"4040194510"	0.5
"angel_of_the_north"	"4039454903"	0.5
"angel_of_the_north"	"4039417307"	0.5
"angel_of_the_north"	"3796287545"	0.5
"angel_of_the_north"	"1674815731"	0.5
"angel_of_the_north"	"3892187606"	0.5
"angel_of_the_north"	"4649244270"	0.5
"angel_of_the_north"	"5269720571"	0.5
"angel_of_the_north"	"5269719795"	0.5
"angel_of_the_north"	"5193321637"	0.5
"angel_of_the_north"	"5262805006"	0.5
"angel_of_the_north"	"2681336999"	0.5
"angel_of_the_north"	"2682134056"	0.5
"angel_of_the_north"	"3903127652"	0.5
"angel_of_the_north"	"4201106385"	0.5
"angel_of_the_north"	"3718482162"	0.5
"angel_of_the_north"	"3718483390"	0.5
"angel_of_the_north"	"4040194500"	0.5
"angel_of_the_north"	"4039417311"	0.5
"angel_of_the_north"	"4040194502"	0.5
"angel_of_the_north"	"4039417329"	0.5
"angel_of_the_north"	"4040194506"	0.5
"angel_of_the_north"	"4039417327"	0.5
"angel_of_the_north"	"4040194494"	0.5
"angel_of_the_north"	"2198567778"	0.5
"angel_of_the_north"	"2198568402"	0.5
"angel_of_the_north"	"3717673599"	0.5
"angel_of_the_north"	"5256492464"	0.5
"angel_of_the_north"	"3718480452"	0.5
"angel_of_the_north"	"3718485998"	0.5
"angel_of_the_north"	"3717672447"	0.5
"angel_of_the_north"	"6865246830"	0.5
"angel_of_the_north"	"6865245266"	0.5
"angel_of_the_north"	"7011359121"	0.5
"angel_of_the_north"	"1674810741"	0.5
"angel_of_the_north"	"7799190456"	0.5
"angel_of_the_north"	"1674805035"	0.5
"angel_of_the_north"	"2681345863"	0.5
"angel_of_the_north"	"2682134066"	0.5
"angel_of_the_north"	"3380308894"	0.5
"angel_of_the_north"	"3380078874"	0.5
"angel_of_the_north"	"3379263383"	0.5
"angel_of_the_north"	"2682134070"	0.5
"angel_of_the_north"	"3379261271"	0.5
"angel_of_the_north"	"3379489423"	0.5
"angel_of_the_north"	"3379488139"	0.5
"angel_of_the_north"	"3379490419"	0.5
"angel_of_the_north"	"5446933791"	0.5
"angel_of_the_north"	"5187088529"	0.5
"angel_of_the_north"	"5187687918"	0.5
"angel_of_the_north"	"5187089159"	0.5
"angel_of_the_north"	"5187089053"	0.5
"angel_of_the_north"	"5187088803"	0.5
"angel_of_the_north"	"5187088383"	0.5
"angel_of_the_north"	"5187688058"	0.5
"angel_of_the_north"	"5187688576"	0.5
"angel_of_the_north"	"5187088597"	0.5
"angel_of_the_north"	"5187688318"	0.5
"angel_of_the_north"	"5187088935"	0.5
"angel_of_the_north"	"5187098973"	0.5
"angel_of_the_north"	"5187688136"	0.5
"angel_of_the_north"	"5187687664"	0.5
"angel_of_the_north"	"7228788406"	0.5
"angel_of_the_north"	"7228828422"	0.5
"angel_of_the_north"	"7228807544"	0.5
"angel_of_the_north"	"7228796052"	0.5
"angel_of_the_north"	"9333818080"	0.5
"angel_of_the_north"	"96841974"	0.5
"angel_of_the_north"	"96842062"	0.5
"angel_of_the_north"	"96838970"	0.5
"angel_of_the_north"	"96841629"	0.5
"angel_of_the_north"	"2607614226"	0.5
"angel_of_the_north"	"2681345869"	0.5
"angel_of_the_north"	"4519592575"	0.5
"angel_of_the_north"	"2874444931"	0.5
"angel_of_the_north"	"4818781521"	0.5
"angel_of_the_north"	"5900625846"	0.5
"angel_of_the_north"	"5862117267"	0.5
"angel_of_the_north"	"1675789874"	0.5
"angel_of_the_north"	"1675673802"	0.5
"angel_of_the_north"	"1674819681"	0.5
"angel_of_the_north"	"1674817147"	0.5
"angel_of_the_north"	"1675777022"	0.5
"angel_of_the_north"	"1674808621"	0.5
"angel_of_the_north"	"1675787466"	0.5
"angel_of_the_north"	"1675682410"	0.5
"angel_of_the_north"	"1675788826"	0.5
"angel_of_the_north"	"1675682028"	0.5
"angel_of_the_north"	"1675790948"	0.5
"angel_of_the_north"	"4555645157"	0.5
"angel_of_the_north"	"417537329"	0.5
"angel_of_the_north"	"4569995457"	0.5
"angel_of_the_north"	"1832541240"	0
"angel_of_the_north"	"3893921987"	0
"angel_of_the_north"	"6865246244"	0
"angel_of_the_north"	"7011360169"	0
"angel_of_the_north"	"7011360791"	0
"angel_of_the_north"	"5163881339"	0
"angel_of_the_north"	"5163879207"	0
"angel_of_the_north"	"5164486340"	0
"angel_of_the_north"	"5777309412"	0
"angel_of_the_north"	"4140494070"	0
"angel_of_the_north"	"5464344376"	0
"angel_of_the_north"	"5172184052"	0
"angel_of_the_north"	"6853242318"	0
"angel_of_the_north"	"5773417047"	0
"angel_of_the_north"	"5773527861"	0
"angel_of_the_north"	"5777307730"	0
"angel_of_the_north"	"5777298390"	0
"angel_of_the_north"	"5776755867"	0
"angel_of_the_north"	"5776754665"	0
"angel_of_the_north"	"398654456"	0
"angel_of_the_north"	"2526804633"	0
"big_ben"	"3770033664"	1
"big_ben"	"3770029302"	1
"big_ben"	"3769232449"	1
"big_ben"	"3769392241"	1
"big_ben"	"3769398061"	1
"big_ben"	"3769399435"	1
"big_ben"	"3769378067"	1
"big_ben"	"3770210866"	1
"big_ben"	"3769384363"	1
"big_ben"	"3770217950"	1
"big_ben"	"3769414581"	1
"big_ben"	"3769396501"	1
"big_ben"	"3770205488"	1
"big_ben"	"3770185618"	1
"big_ben"	"3769402409"	1
"big_ben"	"2744360882"	1
"big_ben"	"2744360888"	1
"big_ben"	"2486927047"	1
"big_ben"	"729287176"	1
"big_ben"	"3173783162"	1
"big_ben"	"167199979"	1
"big_ben"	"167199643"	1
"big_ben"	"167196217"	1
"big_ben"	"3043871600"	1
"big_ben"	"2616792186"	1
"big_ben"	"2465223599"	1
"big_ben"	"2524337964"	1
"big_ben"	"2587362435"	1
"big_ben"	"3173783158"	1
"big_ben"	"2764399631"	1
"big_ben"	"330089856"	1
"big_ben"	"5091231717"	1
"big_ben"	"330096935"	1
"big_ben"	"4733463223"	1
"big_ben"	"4734095730"	1
"big_ben"	"4733413255"	1
"big_ben"	"4733448733"	1
"big_ben"	"4734115476"	1
"big_ben"	"4733442349"	1
"big_ben"	"2781049523"	1
"big_ben"	"2925208666"	1
"big_ben"	"2924458921"	1
"big_ben"	"296662143"	1
"big_ben"	"3740006657"	1
"big_ben"	"330084330"	1
"big_ben"	"8642247809"	1
"big_ben"	"318465876"	1
"big_ben"	"8438064102"	1
"big_ben"	"4054063642"	1
"big_ben"	"2629854379"	1
"big_ben"	"2630673146"	1
"big_ben"	"2630646886"	1
"big_ben"	"8708327018"	1
"big_ben"	"8112078862"	1
"big_ben"	"11437345055"	1
"big_ben"	"7305207350"	1
"big_ben"	"7305206072"	1
"big_ben"	"7536840750"	1
"big_ben"	"331229065"	1
"big_ben"	"2629828405"	1
"big_ben"	"3795731758"	1
"big_ben"	"3795731120"	1
"big_ben"	"8642245897"	1
"big_ben"	"8643347864"	1
"big_ben"	"3795731986"	1
"big_ben"	"3795732278"	1
"big_ben"	"3794894685"	1
"big_ben"	"8690060316"	1
"big_ben"	"8690059626"	1
"big_ben"	"2630630766"	1
"big_ben"	"2629851239"	1
"big_ben"	"2630639272"	1
"big_ben"	"2630640404"	1
"big_ben"	"2629823425"	1
"big_ben"	"2629822093"	1
"big_ben"	"2630671840"	1
"big_ben"	"3793501173"	1
"big_ben"	"328997207"	1
"big_ben"	"2630632918"	1
"big_ben"	"8642245515"	1
"big_ben"	"8649140544"	1
"big_ben"	"2629831173"	1
"big_ben"	"8643344470"	1
"big_ben"	"7305211204"	1
"big_ben"	"8649136026"	1
"big_ben"	"3794909783"	1
"big_ben"	"9533699830"	1
"big_ben"	"330088907"	1
"big_ben"	"330089170"	1
"big_ben"	"4734076758"	1
"big_ben"	"4581440783"	1
"big_ben"	"4581439243"	1
"big_ben"	"3740150104"	1
"big_ben"	"3739394657"	1
"big_ben"	"3740146414"	1
"big_ben"	"3739365059"	1
"big_ben"	"3740142670"	1
"big_ben"	"3740182754"	1
"big_ben"	"3739398765"	1
"big_ben"	"3739368855"	1
"big_ben"	"3739344801"	1
"big_ben"	"7814794598"	1
"big_ben"	"8228426468"	1
"big_ben"	"330062705"	1
"big_ben"	"330072686"	1
"big_ben"	"2510454848"	1
"big_ben"	"2509627375"	1
"big_ben"	"330056915"	1
"big_ben"	"330079508"	1
"big_ben"	"2674622586"	1
"big_ben"	"5975733919"	1
"big_ben"	"5755073467"	1
"big_ben"	"8425694581"	1
"big_ben"	"7134958169"	1
"big_ben"	"6864742632"	1
"big_ben"	"8658660241"	1
"big_ben"	"12010718044"	1
"big_ben"	"5563453005"	1
"big_ben"	"5993419426"	1
"big_ben"	"8181777060"	1
"big_ben"	"330074636"	1
"big_ben"	"6292210355"	1
"big_ben"	"8576981561"	1
"big_ben"	"339911248"	1
"big_ben"	"8263232359"	1
"big_ben"	"3940916652"	1
"big_ben"	"11232657803"	1
"big_ben"	"12115424893"	1
"big_ben"	"8712618991"	1
"big_ben"	"5984541482"	1
"big_ben"	"5976290086"	1
"big_ben"	"5976286732"	1
"big_ben"	"5975725783"	1
"big_ben"	"5976285938"	1
"big_ben"	"5976289312"	1
"big_ben"	"5975724871"	1
"big_ben"	"7814649204"	1
"big_ben"	"7817009124"	1
"big_ben"	"9723829589"	1
"big_ben"	"5984534228"	1
"big_ben"	"7855909930"	1
"big_ben"	"5566463504"	1
"big_ben"	"8452074061"	1
"big_ben"	"3795733392"	0.75
"big_ben"	"3795729358"	0.75
"big_ben"	"3794899663"	0.75
"big_ben"	"3794908039"	0.75
"big_ben"	"3794900025"	0.75
"big_ben"	"5315469321"	0.5
"big_ben"	"5454982227"	0.5
"big_ben"	"5455589204"	0.5
"big_ben"	"5454988509"	0.5
"big_ben"	"5455588046"	0.5
"big_ben"	"5455596748"	0.5
"big_ben"	"5455589672"	0.5
"big_ben"	"5454976139"	0.5
"big_ben"	"5455601708"	0.5
"big_ben"	"5455583132"	0.5
"big_ben"	"5454973641"	0.5
"big_ben"	"5454974895"	0.5
"big_ben"	"5455586790"	0.5
"big_ben"	"5455585368"	0.5
"big_ben"	"5455578324"	0.5
"big_ben"	"2453298559"	0.5
"big_ben"	"24333403"	0.5
"big_ben"	"24333537"	0.5
"big_ben"	"24333421"	0.5
"big_ben"	"27483765"	0.5
"big_ben"	"3043544536"	0.5
"big_ben"	"27483907"	0.5
"big_ben"	"3908989117"	0.5
"big_ben"	"23059414"	0.5
"big_ben"	"3774457925"	0.5
"big_ben"	"27483924"	0.5
"big_ben"	"27483771"	0.5
"big_ben"	"27483779"	0.5
"big_ben"	"504119953"	0.5
"big_ben"	"3775286010"	0.5
"big_ben"	"3774468529"	0.5
"big_ben"	"24333450"	0.5
"big_ben"	"3774492333"	0.5
"big_ben"	"3775281856"	0.5
"big_ben"	"23059365"	0.5
"big_ben"	"27483952"	0.5
"big_ben"	"4310790763"	0.5
"big_ben"	"3102751358"	0.5
"big_ben"	"3739978971"	0.5
"big_ben"	"5538907257"	0.5
"big_ben"	"5538918645"	0.5
"big_ben"	"4733364893"	0.5
"big_ben"	"3216505410"	0.5
"big_ben"	"9637083034"	0.5
"big_ben"	"9633836943"	0.5
"big_ben"	"9633843707"	0.5
"big_ben"	"9637074880"	0.5
"big_ben"	"9633861447"	0.5
"big_ben"	"9637070394"	0.5
"big_ben"	"9637077268"	0.5
"big_ben"	"9637068712"	0.5
"big_ben"	"9633828985"	0.5
"big_ben"	"9633831591"	0.5
"big_ben"	"9637098168"	0.5
"big_ben"	"9633861845"	0.5
"big_ben"	"9633835821"	0.5
"big_ben"	"9633827175"	0.5
"big_ben"	"9637076308"	0.5
"big_ben"	"5542853195"	0.5
"big_ben"	"5542846707"	0.5
"big_ben"	"5543471390"	0.5
"big_ben"	"5542884563"	0.5
"big_ben"	"5543485176"	0.5
"big_ben"	"5543455392"	0.5
"big_ben"	"5542871699"	0.5
"big_ben"	"5543421034"	0.5
"big_ben"	"5543423000"	0.5
"big_ben"	"5542895477"	0.5
"big_ben"	"5543467632"	0.5
"big_ben"	"36108839"	0.5
"big_ben"	"8228431672"	0.5
"big_ben"	"2453301127"	0.5
"big_ben"	"8228431368"	0.5
"big_ben"	"4733513733"	0.5
"big_ben"	"8331858452"	0.5
"big_ben"	"4733390611"	0.5
"big_ben"	"4733382879"	0.5
"big_ben"	"2453298861"	0.5
"big_ben"	"4734019980"	0.5
"big_ben"	"2629816509"	0.5
"big_ben"	"5989441049"	0.5
"big_ben"	"5989441205"	0.5
"big_ben"	"5989440911"	0.5
"big_ben"	"5989440877"	0.5
"big_ben"	"6031579662"	0.5
"big_ben"	"6031023157"	0.5
"big_ben"	"6031580638"	0.5
"big_ben"	"6031580490"	0.5
"big_ben"	"6031579036"	0.5
"big_ben"	"6031023979"	0.5
"big_ben"	"6031024591"	0.5
"big_ben"	"6031024805"	0.5
"big_ben"	"6031023591"	0.5
"big_ben"	"6031579308"	0.5
"big_ben"	"6031023315"	0.5
"big_ben"	"471850273"	0.5
"big_ben"	"471882305"	0.5
"big_ben"	"471882301"	0.5
"big_ben"	"8331858680"	0.5
"big_ben"	"8331856290"	0.5
"big_ben"	"8331858266"	0.5
"big_ben"	"8330802589"	0.5
"big_ben"	"8330831681"	0.5
"big_ben"	"8331889628"	0.5
"big_ben"	"8331860376"	0.5
"big_ben"	"8330799711"	0.5
"big_ben"	"8330803139"	0.5
"big_ben"	"8330800385"	0.5
"big_ben"	"8330799519"	0.5
"big_ben"	"8331888438"	0.5
"big_ben"	"8331856100"	0.5
"big_ben"	"8330803351"	0.5
"big_ben"	"6896145452"	0.5
"big_ben"	"6896216106"	0.5
"big_ben"	"6896217282"	0.5
"big_ben"	"4733384559"	0.5
"big_ben"	"8619071672"	0.5
"big_ben"	"7042306417"	0.5
"big_ben"	"6896204402"	0.5
"big_ben"	"7042267503"	0.5
"big_ben"	"7042298535"	0.5
"big_ben"	"7042303071"	0.5
"big_ben"	"6896175006"	0.5
"big_ben"	"7042311519"	0.5
"big_ben"	"7042236887"	0.5
"big_ben"	"8617964931"	0.5
"big_ben"	"8617967439"	0.5
"big_ben"	"8619074856"	0.5
"big_ben"	"461817428"	0.5
"big_ben"	"518891917"	0.5
"big_ben"	"8693768333"	0.5
"big_ben"	"8186830697"	0.5
"big_ben"	"7196668032"	0.5
"big_ben"	"6582496711"	0.5
"big_ben"	"7999088401"	0.5
"big_ben"	"1900855676"	0.5
"big_ben"	"2050957256"	0.5
"big_ben"	"735587018"	0.5
"big_ben"	"735596824"	0.5
"big_ben"	"7008052793"	0.5
"big_ben"	"3042705721"	0.5
"big_ben"	"5543481032"	0.5
"big_ben"	"11467896214"	0.5
"big_ben"	"9372973814"	0.5
"big_ben"	"3774484665"	0
"big_ben"	"36111109"	0
"big_ben"	"36107502"	0
"big_ben"	"2188644187"	0
"big_ben"	"7816994786"	0
"hearst_castle"	"10658246995"	1
"hearst_castle"	"10660461066"	1
"hearst_castle"	"10660483606"	1
"hearst_castle"	"10660522504"	1
"hearst_castle"	"10656743583"	1
"hearst_castle"	"10658342883"	1
"hearst_castle"	"10660546806"	1
"hearst_castle"	"10658289816"	1
"hearst_castle"	"10660691633"	1
"hearst_castle"	"10633226065"	1
"hearst_castle"	"10660534024"	1
"hearst_castle"	"4028372658"	1
"hearst_castle"	"290356784"	1
"hearst_castle"	"4027619725"	1
"hearst_castle"	"4685002837"	1
"hearst_castle"	"1427361820"	1
"hearst_castle"	"1426506491"	1
"hearst_castle"	"1427400906"	1
"hearst_castle"	"1426492965"	1
"hearst_castle"	"1426527283"	1
"hearst_castle"	"1426473017"	1
"hearst_castle"	"4685636170"	1
"hearst_castle"	"4685007819"	1
"hearst_castle"	"4027655541"	1
"hearst_castle"	"4027657471"	1
"hearst_castle"	"1426403537"	1
"hearst_castle"	"4028388706"	1
"hearst_castle"	"5290225123"	1
"hearst_castle"	"5290827378"	1
"hearst_castle"	"5290826488"	1
"hearst_castle"	"5290829838"	1
"hearst_castle"	"5290225999"	1
"hearst_castle"	"5290826802"	1
"hearst_castle"	"11702730615"	1
"hearst_castle"	"11703108464"	1
"hearst_castle"	"11703565136"	1
"hearst_castle"	"11702490555"	1
"hearst_castle"	"11702937624"	1
"hearst_castle"	"11702889924"	1
"hearst_castle"	"11702793714"	1
"hearst_castle"	"11703433606"	1
"hearst_castle"	"11702609283"	1
"hearst_castle"	"11702694703"	1
"hearst_castle"	"11703017533"	1
"hearst_castle"	"11703256956"	1
"hearst_castle"	"11702906164"	1
"hearst_castle"	"11702707043"	1
"hearst_castle"	"5290290829"	1
"hearst_castle"	"5290298993"	1
"hearst_castle"	"5290237269"	1
"hearst_castle"	"5290322539"	1
"hearst_castle"	"5290887022"	1
"hearst_castle"	"5290299717"	1
"hearst_castle"	"5290319715"	1
"hearst_castle"	"5290297283"	1
"hearst_castle"	"5290298147"	1
"hearst_castle"	"290346269"	1
"hearst_castle"	"290355908"	1
"hearst_castle"	"290349674"	1
"hearst_castle"	"290360470"	1
"hearst_castle"	"290347029"	1
"hearst_castle"	"290360091"	1
"hearst_castle"	"290354671"	1
"hearst_castle"	"290360858"	1
"hearst_castle"	"290352615"	1
"hearst_castle"	"290352789"	1
"hearst_castle"	"290356084"	1
"hearst_castle"	"290352449"	1
"hearst_castle"	"290355495"	1
"hearst_castle"	"290351948"	1
"hearst_castle"	"1427375124"	1
"hearst_castle"	"1426502085"	1
"hearst_castle"	"1427394838"	1
"hearst_castle"	"1427389680"	1
"hearst_castle"	"1427356636"	1
"hearst_castle"	"1426433995"	1
"hearst_castle"	"1427343546"	1
"hearst_castle"	"1427321614"	1
"hearst_castle"	"4685008485"	1
"hearst_castle"	"4685001363"	1
"hearst_castle"	"4685000051"	1
"hearst_castle"	"4685634044"	1
"hearst_castle"	"4685642932"	1
"hearst_castle"	"4685641418"	1
"hearst_castle"	"4685634504"	1
"hearst_castle"	"4685004355"	1
"hearst_castle"	"4685633294"	1
"hearst_castle"	"4685637434"	1
"hearst_castle"	"4685006987"	1
"hearst_castle"	"4685000423"	1
"hearst_castle"	"4028383788"	1
"hearst_castle"	"4027625475"	1
"hearst_castle"	"4028380134"	1
"hearst_castle"	"4028376822"	1
"hearst_castle"	"4027628555"	1
"hearst_castle"	"4027647005"	1
"hearst_castle"	"4027646409"	1
"hearst_castle"	"4027644415"	1
"hearst_castle"	"4027641657"	1
"hearst_castle"	"4027659893"	1
"hearst_castle"	"2690953116"	0.5
"hearst_castle"	"2690965424"	0.5
"hearst_castle"	"2690224919"	0.5
"hearst_castle"	"2690113223"	0.5
"hearst_castle"	"2690031153"	0.5
"hearst_castle"	"2690021373"	0.5
"hearst_castle"	"2690208605"	0.5
"hearst_castle"	"2690111475"	0.5
"hearst_castle"	"2690160919"	0.5
"hearst_castle"	"2691021202"	0.5
"hearst_castle"	"2689904793"	0.5
"hearst_castle"	"2690004771"	0.5
"hearst_castle"	"2689927019"	0.5
"hearst_castle"	"2690010339"	0.5
"hearst_castle"	"2690015153"	0.5
"hearst_castle"	"6828732537"	0.5
"hearst_castle"	"6828820619"	0.5
"hearst_castle"	"6828814379"	0.5
"hearst_castle"	"6828739337"	0.5
"hearst_castle"	"6828790001"	0.5
"hearst_castle"	"6828766357"	0.5
"hearst_castle"	"6828807053"	0.5
"hearst_castle"	"6828798241"	0.5
"hearst_castle"	"6828724543"	0.5
"hearst_castle"	"6828719093"	0.5
"hearst_castle"	"6828825667"	0.5
"hearst_castle"	"6828756695"	0.5
"hearst_castle"	"9423406178"	0.5
"hearst_castle"	"9423415856"	0.5
"hearst_castle"	"9423422278"	0.5
"hearst_castle"	"9423409782"	0.5
"hearst_castle"	"9420661179"	0.5
"hearst_castle"	"9420634137"	0.5
"hearst_castle"	"9420625927"	0.5
"hearst_castle"	"9423410798"	0.5
"hearst_castle"	"9423397566"	0.5
"hearst_castle"	"9420660041"	0.5
"hearst_castle"	"9423395702"	0.5
"hearst_castle"	"9420640985"	0.5
"hearst_castle"	"9420637451"	0.5
"hearst_castle"	"9423407180"	0.5
"hearst_castle"	"9423398520"	0.5
"hearst_castle"	"7931031804"	0.5
"hearst_castle"	"7931056058"	0.5
"hearst_castle"	"7931080032"	0.5
"hearst_castle"	"7931065948"	0.5
"hearst_castle"	"7931074024"	0.5
"hearst_castle"	"7931053644"	0.5
"hearst_castle"	"7931021112"	0.5
"hearst_castle"	"7931025204"	0.5
